chunk_size,ratio,arm,detail,compute,rep,touches,bytes_touched,wall_ns,absent_handled,evictions,infeasible,prefetches,pager_bytes_fetched,io_read_bytes_delta,dedup_resident,dedup_fetching,pin_broken,rc
8388608,0.5,D,layer_order,0,2,1280,10737418240,4457003223,900,772,0,0,7549747200,7549747200,859,3805,0,0
8388608,0.5,D,layer_order,0,3,1280,10737418240,4353104104,898,770,0,0,7532969984,7532969984,868,3873,0,0
8388608,0.5,E,layer_order,0,1,1280,10737418240,5812733816,508,743,0,363,7306477568,7306477568,640,2655,0,0
8388608,0.5,E,layer_order,0,2,1280,10737418240,4510311277,574,855,0,409,8246001664,8246001664,588,2558,0,0
8388608,0.5,E,layer_order,0,3,1280,10737418240,4932183266,533,768,0,363,7516192768,7516192768,537,2834,0,0
8388608,0.5,C,lru,400000,1,1280,10737418240,9539372743,1280,1152,0,0,10737418240,10737418240,1277,2717,0,0
8388608,0.5,C,lru,400000,2,1280,10737418240,10358827776,1280,1152,0,0,10737418240,10737418240,1275,2791,0,0
8388608,0.5,C,lru,400000,3,1280,10737418240,8775270096,1280,1152,0,0,10737418240,10737418240,1274,2430,0,0
8388608,0.5,D,layer_order,400000,1,1280,10737418240,8759486487,1089,961,0,0,9135194112,9135194112,888,2693,0,0
8388608,0.5,D,layer_order,400000,2,1280,10737418240,8298442085,1099,971,0,0,9219080192,9219080192,832,2526,0,0
8388608,0.5,D,layer_order,400000,3,1280,10737418240,8184751192,1121,993,0,0,9403629568,9403629568,852,2609,0,0
8388608,0.5,E,layer_order,400000,1,1280,10737418240,7761116781,638,995,0,485,9420406784,9420406784,709,1887,0,0
8388608,0.5,E,layer_order,400000,2,1280,10737418240,5613026875,626,946,0,448,9009364992,9009364992,696,1360,0,0
8388608,0.5,E,layer_order,400000,3,1280,10737418240,6759529874,652,1016,0,492,9596567552,9596567552,711,1976,0,0
8388608,0.625,A,normal,n/a,1,1280,10737418240,5456804726,n/a,n/a,n/a,n/a,n/a,10787233792,n/a,n/a,n/a,0
8388608,0.625,A,normal,n/a,2,1280,10737418240,3773471149,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
8388608,0.625,A,normal,n/a,3,1280,10737418240,4048647036,n/a,n/a,n/a,n/a,n/a,10743746560,n/a,n/a,n/a,0
8388608,0.625,A,sequential,n/a,1,1280,10737418240,3937943319,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
8388608,0.625,A,sequential,n/a,2,1280,10737418240,3904903131,n/a,n/a,n/a,n/a,n/a,10737389568,n/a,n/a,n/a,0
8388608,0.625,A,sequential,n/a,3,1280,10737418240,3530623398,n/a,n/a,n/a,n/a,n/a,10732195840,n/a,n/a,n/a,0
8388608,0.625,B,normal,n/a,1,1280,10737418240,2782939879,n/a,n/a,n/a,n/a,n/a,10695475200,n/a,n/a,n/a,0
8388608,0.625,B,normal,n/a,2,1280,10737418240,2982495062,n/a,n/a,n/a,n/a,n/a,10695475200,n/a,n/a,n/a,0
8388608,0.625,B,normal,n/a,3,1280,10737418240,3267529797,n/a,n/a,n/a,n/a,n/a,10695475200,n/a,n/a,n/a,0
8388608,0.625,C,lru,0,1,1280,10737418240,8942640968,1280,1120,0,0,10737418240,10737491968,1018,6407,0,0
8388608,0.625,C,lru,0,2,1280,10737418240,8695447163,1280,1120,0,0,10737418240,10737418240,910,6685,0,0
8388608,0.625,C,lru,0,3,1280,10737418240,8108728213,1280,1120,0,0,10737418240,10737418240,1065,6250,0,0
8388608,0.625,D,layer_order,0,1,1280,10737418240,4843521871,801,641,0,0,6719275008,6719275008,757,3646,0,0
8388608,0.625,D,layer_order,0,2,1280,10737418240,4638197099,802,642,0,0,6727663616,6727663616,740,3826,0,0
8388608,0.625,D,layer_order,0,3,1280,10737418240,4753194029,802,642,0,0,6727663616,6727663616,744,3938,0,0
8388608,0.625,E,layer_order,0,1,1280,10737418240,3930635589,488,613,0,285,6484393984,6484393984,529,2380,0,0
8388608,0.625,E,layer_order,0,2,1280,10737418240,3444191280,448,560,0,272,6039797760,6039797760,544,2156,0,0
8388608,0.625,E,layer_order,0,3,1280,10737418240,3876632325,516,673,0,317,6987710464,6987710464,542,2186,0,0
8388608,0.625,C,lru,400000,1,1280,10737418240,7903041234,1280,1120,0,0,10737418240,10737418240,1279,2063,0,0
8388608,0.625,C,lru,400000,2,1280,10737418240,7329051308,1280,1120,0,0,10737418240,10737418240,1278,1896,0,0
8388608,0.625,C,lru,400000,3,1280,10737418240,7905599264,1280,1120,0,0,10737418240,10737418240,1279,2019,0,0
8388608,0.625,D,layer_order,400000,1,1280,10737418240,6261359151,915,755,0,0,7675576320,7675576320,764,1929,0,0
8388608,0.625,D,layer_order,400000,2,1280,10737418240,5453040279,877,717,0,0,7356809216,7356809216,760,1553,0,0
8388608,0.625,D,layer_order,400000,3,1280,10737418240,5390030822,906,746,0,0,7600078848,7600078848,757,1637,0,0
8388608,0.625,E,layer_order,400000,1,1280,10737418240,4577299588,516,671,0,315,6970933248,6970933248,607,1120,0,0
8388608,0.625,E,layer_order,400000,2,1280,10737418240,4399009882,506,639,0,293,6702497792,6702497792,614,959,0,0
8388608,0.625,E,layer_order,400000,3,1280,10737418240,4743335632,571,800,0,389,8053063680,8053063680,635,1225,0,0
8388608,0.75,A,normal,n/a,1,1280,10737418240,3168648088,n/a,n/a,n/a,n/a,n/a,10781290496,n/a,n/a,n/a,0
8388608,0.75,A,normal,n/a,2,1280,10737418240,3287421822,n/a,n/a,n/a,n/a,n/a,10768912384,n/a,n/a,n/a,0
8388608,0.75,A,normal,n/a,3,1280,10737418240,3119129572,n/a,n/a,n/a,n/a,n/a,10772131840,n/a,n/a,n/a,0
8388608,0.75,A,sequential,n/a,1,1280,10737418240,3226655453,n/a,n/a,n/a,n/a,n/a,10737389568,n/a,n/a,n/a,0
8388608,0.75,A,sequential,n/a,2,1280,10737418240,2864604477,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
8388608,0.75,A,sequential,n/a,3,1280,10737418240,2748828128,n/a,n/a,n/a,n/a,n/a,10737389568,n/a,n/a,n/a,0
8388608,0.75,B,normal,n/a,1,1280,10737418240,2547094354,n/a,n/a,n/a,n/a,n/a,10695475200,n/a,n/a,n/a,0
8388608,0.75,B,normal,n/a,2,1280,10737418240,2555724232,n/a,n/a,n/a,n/a,n/a,10695475200,n/a,n/a,n/a,0
8388608,0.75,B,normal,n/a,3,1280,10737418240,2292471524,n/a,n/a,n/a,n/a,n/a,10695475200,n/a,n/a,n/a,0
8388608,0.75,C,lru,0,1,1280,10737418240,7183359581,1280,1088,0,0,10737418240,10737418240,1161,5742,0,0
8388608,0.75,C,lru,0,2,1280,10737418240,6228228758,1280,1088,0,0,10737418240,10737418240,1184,5771,0,0
8388608,0.75,C,lru,0,3,1280,10737418240,6207469976,1280,1088,0,0,10737418240,10737418240,1180,5637,0,0
8388608,0.75,D,layer_order,0,1,1280,10737418240,3361975049,641,449,0,0,5377097728,5377097728,619,2707,0,0
8388608,0.75,D,layer_order,0,2,1280,10737418240,3337344672,641,449,0,0,5377097728,5377097728,613,2991,0,0
8388608,0.75,D,layer_order,0,3,1280,10737418240,3229652617,641,449,0,0,5377097728,5377097728,593,2825,0,0
8388608,0.75,E,layer_order,0,1,1280,10737418240,2588796601,401,392,0,183,4898947072,4898947072,403,1887,0,0
8388608,0.75,E,layer_order,0,2,1280,10737418240,2939371374,411,397,0,178,4940890112,4940890112,431,1859,0,0
8388608,0.75,E,layer_order,0,3,1280,10737418240,2776236836,436,452,0,208,5402263552,5402263552,440,1791,0,0
8388608,0.75,C,lru,400000,1,1280,10737418240,7465986829,1280,1088,0,0,10737418240,10737418240,1280,2182,0,0
8388608,0.75,C,lru,400000,2,1280,10737418240,7647236096,1280,1088,0,0,10737418240,10737418240,1278,1922,0,0
8388608,0.75,C,lru,400000,3,1280,10737418240,7598636614,1280,1088,0,0,10737418240,10737418240,1278,1536,0,0
8388608,0.75,D,layer_order,400000,1,1280,10737418240,4816513801,701,509,0,0,5880414208,5880414208,588,1253,0,0
8388608,0.75,D,layer_order,400000,2,1280,10737418240,4504674040,687,495,0,0,5762973696,5762973696,585,1289,0,0
8388608,0.75,D,layer_order,400000,3,1280,10737418240,4454347524,675,483,0,0,5662310400,5662310400,597,1143,0,0
8388608,0.75,E,layer_order,400000,1,1280,10737418240,3573636071,432,417,0,177,5108662272,5108662272,458,834,0,0
8388608,0.75,E,layer_order,400000,2,1280,10737418240,3539141579,412,409,0,189,5041553408,5041553408,475,765,0,0
8388608,0.75,E,layer_order,400000,3,1280,10737418240,4031944774,452,476,0,216,5603590144,5603590144,491,918,0,0
134217728,0.25,A,normal,n/a,1,80,10737418240,2986860439,n/a,n/a,n/a,n/a,n/a,10743746560,n/a,n/a,n/a,0
134217728,0.25,A,normal,n/a,2,80,10737418240,2696794005,n/a,n/a,n/a,n/a,n/a,10743746560,n/a,n/a,n/a,0
134217728,0.25,A,normal,n/a,3,80,10737418240,2879351298,n/a,n/a,n/a,n/a,n/a,10743746560,n/a,n/a,n/a,0
134217728,0.25,A,sequential,n/a,1,80,10737418240,2578556122,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.25,A,sequential,n/a,2,80,10737418240,2672698959,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.25,A,sequential,n/a,3,80,10737418240,2845246270,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.25,B,normal,n/a,1,80,10737418240,2554574129,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.25,B,normal,n/a,2,80,10737418240,2437474215,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.25,B,normal,n/a,3,80,10737418240,2438240416,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.25,C,lru,0,1,80,10737418240,4839515030,80,76,0,0,10737418240,10737504256,80,160,0,0
134217728,0.25,C,lru,0,2,80,10737418240,4674062058,80,76,0,0,10737418240,10737418240,80,150,0,0
134217728,0.25,C,lru,0,3,80,10737418240,4677652870,80,76,0,0,10737418240,10737418240,79,195,0,0
134217728,0.25,D,layer_order,0,1,80,10737418240,4312823636,74,70,0,0,9932111872,9932111872,72,164,0,0
134217728,0.25,D,layer_order,0,2,80,10737418240,3895962141,69,65,0,0,9261023232,9261023232,68,169,0,0
134217728,0.25,D,layer_order,0,3,80,10737418240,3945573302,71,67,0,0,9529458688,9529458688,68,147,0,0
134217728,0.25,E,layer_order,0,1,80,10737418240,4143180592,61,93,0,36,13019119616,13019119616,46,127,9,0
134217728,0.25,E,layer_order,0,2,80,10737418240,4692569352,60,100,1,44,13958643712,13958643712,44,125,13,0
134217728,0.25,E,layer_order,0,3,80,10737418240,4334272374,56,90,1,38,12616466432,12616466432,51,107,9,0
134217728,0.25,C,lru,400000,1,80,10737418240,5389440360,80,76,0,0,10737418240,10737418240,80,60,0,0
134217728,0.25,C,lru,400000,2,80,10737418240,5341210045,80,76,0,0,10737418240,10737418240,79,65,0,0
134217728,0.25,C,lru,400000,3,80,10737418240,5445964268,80,76,0,0,10737418240,10737418240,80,51,0,0
134217728,0.25,D,layer_order,400000,1,80,10737418240,6128897871,101,97,0,0,13555990528,13555990528,72,152,0,0
134217728,0.25,D,layer_order,400000,2,80,10737418240,6615631297,102,98,0,0,13690208256,13690208256,70,175,0,0
134217728,0.25,D,layer_order,400000,3,80,10737418240,6210269369,101,97,0,0,13555990528,13555990528,73,153,0,0
134217728,0.25,E,layer_order,400000,1,80,10737418240,6416038146,83,126,0,47,17448304640,17448304640,40,219,8,0
134217728,0.25,E,layer_order,400000,2,80,10737418240,6353425958,81,124,0,47,17179869184,17179873280,41,193,11,0
134217728,0.25,E,layer_order,400000,3,80,10737418240,6165961085,74,113,0,43,15703474176,15703474176,37,191,8,0
134217728,0.375,A,normal,n/a,1,80,10737418240,3365526659,n/a,n/a,n/a,n/a,n/a,10756329472,n/a,n/a,n/a,0
134217728,0.375,A,normal,n/a,2,80,10737418240,3309783265,n/a,n/a,n/a,n/a,n/a,10750038016,n/a,n/a,n/a,0
134217728,0.375,A,normal,n/a,3,80,10737418240,2956080827,n/a,n/a,n/a,n/a,n/a,10739552256,n/a,n/a,n/a,0
134217728,0.375,A,sequential,n/a,1,80,10737418240,2730112667,n/a,n/a,n/a,n/a,n/a,10737360896,n/a,n/a,n/a,0
134217728,0.375,A,sequential,n/a,2,80,10737418240,3208654127,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.375,A,sequential,n/a,3,80,10737418240,2969281988,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.375,B,normal,n/a,1,80,10737418240,3027229486,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.375,B,normal,n/a,2,80,10737418240,3371733561,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.375,B,normal,n/a,3,80,10737418240,2819759092,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.375,C,lru,0,1,80,10737418240,5091376227,80,74,0,0,10737418240,10737508352,80,148,0,0
134217728,0.375,C,lru,0,2,80,10737418240,5383930682,80,74,0,0,10737418240,10737418240,78,168,0,0
134217728,0.375,C,lru,0,3,80,10737418240,5302519814,80,74,0,0,10737418240,10737418240,78,188,0,0
134217728,0.375,D,layer_order,0,1,80,10737418240,3697971606,63,57,0,0,8455716864,8455716864,63,122,0,0
134217728,0.375,D,layer_order,0,2,80,10737418240,3801841540,65,59,0,0,8724152320,8724152320,63,167,0,0
134217728,0.375,D,layer_order,0,3,80,10737418240,3692729753,63,57,0,0,8455716864,8455716864,63,108,0,0
134217728,0.375,E,layer_order,0,1,80,10737418240,3913083468,50,79,0,35,11408506880,11408506880,50,113,0,0
134217728,0.375,E,layer_order,0,2,80,10737418240,3959144966,51,83,0,38,11945377792,11945377792,51,118,0,0
134217728,0.375,E,layer_order,0,3,80,10737418240,3833507367,50,77,0,33,11140071424,11140071424,51,143,0,0
134217728,0.375,C,lru,400000,1,80,10737418240,5676445094,80,74,0,0,10737418240,10737418240,80,70,0,0
134217728,0.375,C,lru,400000,2,80,10737418240,5519925956,80,74,0,0,10737418240,10737418240,79,61,0,0
134217728,0.375,C,lru,400000,3,80,10737418240,5475921117,80,74,0,0,10737418240,10737418240,80,68,0,0
134217728,0.375,D,layer_order,400000,1,80,10737418240,5943347057,90,84,0,0,12079595520,12079595520,67,135,0,0
134217728,0.375,D,layer_order,400000,2,80,10737418240,5786224064,89,83,0,0,11945377792,11945377792,66,119,0,0
134217728,0.375,D,layer_order,400000,3,80,10737418240,5886580356,89,83,0,0,11945377792,11945381888,66,120,0,0
134217728,0.375,E,layer_order,400000,1,80,10737418240,5306853283,60,93,0,39,13287555072,13287555072,48,96,0,0
134217728,0.375,E,layer_order,400000,2,80,10737418240,5760121701,67,99,0,38,14092861440,14092861440,43,147,0,0
134217728,0.375,E,layer_order,400000,3,80,10737418240,4932457346,54,86,0,38,12348030976,12348030976,45,115,0,0
134217728,0.5,A,normal,n/a,1,80,10737418240,3444900934,n/a,n/a,n/a,n/a,n/a,10768912384,n/a,n/a,n/a,0
134217728,0.5,A,normal,n/a,2,80,10737418240,3178727927,n/a,n/a,n/a,n/a,n/a,10786709504,n/a,n/a,n/a,0
134217728,0.5,A,normal,n/a,3,80,10737418240,2830586095,n/a,n/a,n/a,n/a,n/a,10781495296,n/a,n/a,n/a,0
134217728,0.5,A,sequential,n/a,1,80,10737418240,3109972774,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.5,A,sequential,n/a,2,80,10737418240,2783858840,n/a,n/a,n/a,n/a,n/a,10737389568,n/a,n/a,n/a,0
134217728,0.5,A,sequential,n/a,3,80,10737418240,2886788787,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.5,B,normal,n/a,1,80,10737418240,2708759372,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.5,B,normal,n/a,2,80,10737418240,2731489609,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.5,B,normal,n/a,3,80,10737418240,2995492730,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.5,C,lru,0,1,80,10737418240,6910600234,80,72,0,0,10737418240,10737418240,79,129,0,0
134217728,0.5,C,lru,0,2,80,10737418240,6002901964,80,72,0,0,10737418240,10737418240,79,142,0,0
134217728,0.5,C,lru,0,3,80,10737418240,5665166082,80,72,0,0,10737418240,10737418240,78,172,0,0
134217728,0.5,D,layer_order,0,1,80,10737418240,3713697833,57,49,0,0,7650410496,7650414592,57,99,0,0
134217728,0.5,D,layer_order,0,2,80,10737418240,3652827555,57,49,0,0,7650410496,7650410496,57,88,0,0
134217728,0.5,D,layer_order,0,3,80,10737418240,3657280380,57,49,0,0,7650410496,7650410496,56,108,0,0
134217728,0.5,E,layer_order,0,1,80,10737418240,3753572532,46,66,0,28,9932111872,9932111872,48,116,0,0
134217728,0.5,E,layer_order,0,2,80,10737418240,3774110513,47,67,0,28,10066329600,10066329600,49,111,0,0
134217728,0.5,E,layer_order,0,3,80,10737418240,3826291447,46,72,0,34,10737418240,10737418240,54,88,0,0
134217728,0.5,C,lru,400000,1,80,10737418240,5834616731,80,72,0,0,10737418240,10737418240,79,57,0,0
134217728,0.5,C,lru,400000,2,80,10737418240,5930669644,80,72,0,0,10737418240,10737418240,80,44,0,0
134217728,0.5,C,lru,400000,3,80,10737418240,5656959191,80,72,0,0,10737418240,10737418240,80,70,0,0
134217728,0.5,D,layer_order,400000,1,80,10737418240,5699367753,84,76,0,0,11274289152,11274289152,59,128,0,0
134217728,0.5,D,layer_order,400000,2,80,10737418240,4837834417,67,59,0,0,8992587776,8992587776,58,67,0,0
134217728,0.5,D,layer_order,400000,3,80,10737418240,5570502769,80,72,0,0,10737418240,10737418240,62,91,0,0
134217728,0.5,E,layer_order,400000,1,80,10737418240,4862744201,54,77,0,31,11408506880,11408506880,50,83,0,0
134217728,0.5,E,layer_order,400000,2,80,10737418240,4902213974,48,73,0,33,10871635968,10871635968,48,86,0,0
134217728,0.5,E,layer_order,400000,3,80,10737418240,4569210753,48,71,0,31,10603200512,10603200512,51,52,0,0
134217728,0.625,A,normal,n/a,1,80,10737418240,3222640355,n/a,n/a,n/a,n/a,n/a,10768908288,n/a,n/a,n/a,0
